Datetime,Open,High,Low,Close,Adj Close,Volume
2021-01-28 09:30:00-05:00,810.0,813.7999877929688,810.0,812.0,812.0,2698076
2021-01-28 09:31:00-05:00,812.77001953125,820.0,809.97998046875,816.3049926757812,816.3049926757812,249349
2021-01-28 09:32:00-05:00,816.010009765625,818.969970703125,811.0,815.780029296875,815.780029296875,228779
2021-01-28 09:33:00-05:00,815.989990234375,820.0,815.0,819.6400146484375,819.6400146484375,271116
2021-01-28 09:34:00-05:00,816.0,819.0283203125,816.0,819.0283203125,819.0283203125,195835
2021-01-28 09:35:00-05:00,816.0,819.7999877929688,815.4199829101562,818.0800170898438,818.0800170898438,130663
2021-01-28 09:36:00-05:00,816.0,817.0,813.010009765625,813.5499877929688,813.5499877929688,133860
2021-01-28 09:37:00-05:00,816.5,817.9500122070312,816.2000122070312,817.3599853515625,817.3599853515625,98038
2021-01-28 09:38:00-05:00,816.0,816.5700073242188,815.5,815.5,815.5,118321
2021-01-28 09:39:00-05:00,820.0,822.969970703125,815.1199951171875,817.9600219726562,817.9600219726562,224306
2021-01-28 09:40:00-05:00,818.02001953125,819.1599731445312,816.0999755859375,818.0,818.0,70487
2021-01-28 09:41:00-05:00,817.635009765625,819.739990234375,817.635009765625,818.97998046875,818.97998046875,96039
2021-01-28 09:42:00-05:00,818.6099853515625,828.8699951171875,818.489990234375,826.77001953125,826.77001953125,268285
2021-01-28 09:43:00-05:00,826.8699951171875,830.0,826.1799926757812,828.6799926757812,828.6799926757812,238578
2021-01-28 09:44:00-05:00,829.5,830.0,829.1199951171875,829.7100219726562,829.7100219726562,184299
2021-01-28 09:45:00-05:00,828.0,828.260009765625,827.0,827.8699951171875,827.8699951171875,103569
2021-01-28 09:46:00-05:00,825.0,825.75,824.1199951171875,824.4199829101562,824.4199829101562,124898
2021-01-28 09:47:00-05:00,824.0,824.0800170898438,821.0900268554688,823.0,823.0,146905
2021-01-28 09:48:00-05:00,824.0,824.47998046875,822.0499877929688,823.7728881835938,823.7728881835938,117514
2021-01-28 09:49:00-05:00,820.0,824.5,818.0,823.280029296875,823.280029296875,143958
2021-01-28 09:50:00-05:00,824.0,825.5250244140625,822.0,823.0,823.0,85101
2021-01-28 09:51:00-05:00,822.0,824.3499755859375,822.0,823.22998046875,823.22998046875,71183
2021-01-28 09:52:00-05:00,820.0,820.0599975585938,819.6099853515625,819.8800048828125,819.8800048828125,114924
2021-01-28 09:53:00-05:00,820.25,820.25,818.2000122070312,819.5499877929688,819.5499877929688,163687
2021-01-28 09:54:00-05:00,820.0,820.0,816.5700073242188,816.8499755859375,816.8499755859375,142243
2021-01-28 09:55:00-05:00,816.0,818.9500122070312,815.2100219726562,818.5549926757812,818.5549926757812,409408
2021-01-28 09:56:00-05:00,816.0,816.0,813.2000122070312,813.2000122070312,813.2000122070312,171407
2021-01-28 09:57:00-05:00,812.375,813.5700073242188,811.0,811.7899780273438,811.7899780273438,188151
2021-01-28 09:58:00-05:00,812.0,812.1699829101562,810.0,810.0,810.0,130760
2021-01-28 09:59:00-05:00,814.4299926757812,816.3800048828125,810.0,814.52001953125,814.52001953125,153952
2021-01-28 10:00:00-05:00,814.9600219726562,816.0,813.2999877929688,814.1599731445312,814.1599731445312,89505
2021-01-28 10:01:00-05:00,814.1422729492188,819.6790161132812,814.1422729492188,816.72998046875,816.72998046875,112616
2021-01-28 10:02:00-05:00,816.6500244140625,818.6599731445312,815.0,815.8776245117188,815.8776245117188,86814
2021-01-28 10:03:00-05:00,815.75,817.2366943359375,814.760009765625,816.5800170898438,816.5800170898438,90825
2021-01-28 10:04:00-05:00,816.0900268554688,818.8699951171875,815.6369018554688,817.0,817.0,117375
2021-01-28 10:05:00-05:00,817.2899780273438,821.5900268554688,816.3294067382812,821.5900268554688,821.5900268554688,85832
2021-01-28 10:06:00-05:00,821.0700073242188,821.5900268554688,819.0590209960938,820.97998046875,820.97998046875,101452
2021-01-28 10:07:00-05:00,821.0700073242188,821.5900268554688,819.0,819.4400024414062,819.4400024414062,69909
2021-01-28 10:08:00-05:00,819.4149780273438,820.3073120117188,817.5999755859375,818.9400024414062,818.9400024414062,68955
2021-01-28 10:09:00-05:00,819.1599731445312,819.8800048828125,817.2000122070312,817.6199951171875,817.6199951171875,64692
2021-01-28 10:10:00-05:00,817.7999877929688,817.989990234375,817.219970703125,817.510009765625,817.510009765625,47467
2021-01-28 10:11:00-05:00,817.7000122070312,818.6500244140625,816.3099975585938,816.7296752929688,816.7296752929688,112788
2021-01-28 10:12:00-05:00,816.75,818.6900024414062,816.75,818.1599731445312,818.1599731445312,47246
2021-01-28 10:13:00-05:00,818.02001953125,820.8200073242188,817.969970703125,820.3699951171875,820.3699951171875,83651
